total 178528
drwxrwxr-x 2 arykhalskiy arykhalskiy    12288 Apr 28 10:49 .
-rw-r----- 1 arykhalskiy arykhalskiy  1576047 Apr 28 10:49 hadoop-mapreduce-client-core-2.8.5.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2453629 Apr 28 10:49 hadoop-yarn-api-2.8.5.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1809360 Apr 28 10:49 hadoop-yarn-common-2.8.5.jar
-rw-r----- 1 arykhalskiy arykhalskiy   178947 Apr 28 10:49 hk2-api-2.4.0-b34.jar
-rw-r----- 1 arykhalskiy arykhalskiy   181271 Apr 28 10:49 hk2-locator-2.4.0-b34.jar
-rw-r----- 1 arykhalskiy arykhalskiy   118973 Apr 28 10:49 hk2-utils-2.4.0-b34.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1671083 Apr 28 10:49 hppc-0.7.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   592008 Apr 28 10:49 httpclient-4.3.6.jar
-rw-r----- 1 arykhalskiy arykhalskiy   282793 Apr 28 10:49 httpcore-4.3.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1282424 Apr 28 10:49 ivy-2.4.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    46986 Apr 28 10:49 jackson-annotations-2.6.7.jar
-rw-r----- 1 arykhalskiy arykhalskiy   258919 Apr 28 10:49 jackson-core-2.6.7.jar
-rw-r----- 1 arykhalskiy arykhalskiy   232248 Apr 28 10:49 jackson-core-asl-1.9.13.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1165323 Apr 28 10:49 jackson-databind-2.6.7.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy    18336 Apr 28 10:49 jackson-jaxrs-1.9.13.jar
-rw-r----- 1 arykhalskiy arykhalskiy   780664 Apr 28 10:49 jackson-mapper-asl-1.9.13.jar
-rw-r----- 1 arykhalskiy arykhalskiy    42858 Apr 28 10:49 jackson-module-paranamer-2.7.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   515645 Apr 28 10:49 jackson-module-scala_2.11-2.6.7.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy    27084 Apr 28 10:49 jackson-xc-1.9.13.jar
-rw-r----- 1 arykhalskiy arykhalskiy   796326 Apr 28 10:49 janino-3.0.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy    17316 Apr 28 10:49 java-xmlbuilder-1.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   714194 Apr 28 10:49 javassist-3.18.1-GA.jar
-rw-r----- 1 arykhalskiy arykhalskiy    26366 Apr 28 10:49 javax.annotation-api-1.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy     2497 Apr 28 10:49 javax.inject-1.jar
-rw-r----- 1 arykhalskiy arykhalskiy     5950 Apr 28 10:49 javax.inject-2.4.0-b34.jar
-rw-r----- 1 arykhalskiy arykhalskiy    95806 Apr 28 10:49 javax.servlet-api-3.1.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy   115534 Apr 28 10:49 javax.ws.rs-api-2.0.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   105134 Apr 28 10:49 jaxb-api-2.2.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   890168 Apr 28 10:49 jaxb-impl-2.2.3-1.jar
-rw-r----- 1 arykhalskiy arykhalskiy    16430 Apr 28 10:49 jcl-over-slf4j-1.7.16.jar
-rw-r----- 1 arykhalskiy arykhalskiy   130458 Apr 28 10:49 jersey-client-1.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   167421 Apr 28 10:49 jersey-client-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   698375 Apr 28 10:49 jersey-common-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    18098 Apr 28 10:49 jersey-container-servlet-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    66270 Apr 28 10:49 jersey-container-servlet-core-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   458739 Apr 28 10:49 jersey-core-1.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   971310 Apr 28 10:49 jersey-guava-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    14786 Apr 28 10:49 jersey-guice-1.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   147952 Apr 28 10:49 jersey-json-1.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy    72733 Apr 28 10:49 jersey-media-jaxb-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   713089 Apr 28 10:49 jersey-server-1.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   951701 Apr 28 10:49 jersey-server-2.22.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy  2046361 Apr 28 10:49 jets3t-0.9.4.jar
-rw-r----- 1 arykhalskiy arykhalskiy    67758 Apr 28 10:49 jettison-1.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   177131 Apr 28 10:49 jetty-util-6.1.26.jar
-rw-r----- 1 arykhalskiy arykhalskiy   634048 Apr 28 10:49 joda-time-2.9.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   427780 Apr 28 10:49 jodd-core-3.5.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    82421 Apr 28 10:49 json4s-ast_2.11-3.2.11.jar
-rw-r----- 1 arykhalskiy arykhalskiy   589462 Apr 28 10:49 json4s-core_2.11-3.2.11.jar
-rw-r----- 1 arykhalskiy arykhalskiy    40341 Apr 28 10:49 json4s-jackson_2.11-3.2.11.jar
-rw-r----- 1 arykhalskiy arykhalskiy    33015 Apr 28 10:49 jsr305-1.3.9.jar
-rw-r----- 1 arykhalskiy arykhalskiy   764569 Apr 28 10:49 jtransforms-2.4.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy     4596 Apr 28 10:49 jul-to-slf4j-1.7.16.jar
-rw-r----- 1 arykhalskiy arykhalskiy   324010 Apr 28 10:49 kafka-clients-0.8.2.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy  3954430 Apr 28 10:49 kafka_2.11-0.8.2.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   358390 Apr 28 10:49 kryo-shaded-3.0.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1045744 Apr 28 10:49 leveldbjni-all-1.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy   313702 Apr 28 10:49 libfb303-0.9.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   234201 Apr 28 10:49 libthrift-0.9.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   489884 Apr 28 10:49 log4j-1.2.17.jar
-rw-r----- 1 arykhalskiy arykhalskiy   370119 Apr 28 10:49 lz4-java-1.4.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    34603 Apr 28 10:49 machinist_2.11-0.6.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy     3142 Apr 28 10:49 macro-compat_2.11-1.1.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy    82123 Apr 28 10:49 metrics-core-2.2.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy   112558 Apr 28 10:49 metrics-core-3.1.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    20852 Apr 28 10:49 metrics-graphite-3.1.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    15827 Apr 28 10:49 metrics-json-3.1.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy    39280 Apr 28 10:49 metrics-jvm-3.1.2.jar
-rw-r----- 1 arykhalskiy arykhalskiy   644934 Apr 28 10:49 mina-core-2.0.4.jar
-rw-r----- 1 arykhalskiy arykhalskiy     5711 Apr 28 10:49 minlog-1.3.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1199572 Apr 28 10:49 netty-3.6.2.Final.jar
-rw-r----- 1 arykhalskiy arykhalskiy  3780056 Apr 28 10:49 netty-all-4.1.17.Final.jar
-rw-r----- 1 arykhalskiy arykhalskiy    41755 Apr 28 10:49 objenesis-2.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy   364778 Apr 28 10:49 oozie-sharelib-spark-5.1.0.jar
-rw-r----- 1 arykhalskiy arykhalskiy    19827 Apr 28 10:49 opencsv-2.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy  1442702 Apr 28 10:49 orc-core-1.4.4-nohive.jar
-rw-r----- 1 arykhalskiy arykhalskiy   757253 Apr 28 10:49 orc-mapreduce-1.4.4-nohive.jar
-rw-r----- 1 arykhalskiy arykhalskiy    65261 Apr 28 10:49 oro-2.0.8.jar
-rw-r----- 1 arykhalskiy arykhalskiy    20235 Apr 28 10:49 osgi-resource-locator-1.0.1.jar
-rw-r----- 1 arykhalskiy arykhalskiy    29555 Apr 28 10:49 paranamer-2.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy   961731 Apr 28 10:49 parquet-column-1.8.3.jar
-rw-r----- 1 arykhalskiy arykhalskiy    42064 Apr 28 10:49 parquet-common-1.8.3.jar
